場所コード,場所名称,場所略称,場所検索名称,郵便番号,住所１,住所２,住所３,電話番号,担当者,備考,方面１コード,方面１名称,方面２コード,方面２名称,使用停止フラグ,登録日,登録時刻,登録社員コード,更新日,更新時刻,更新社員コード
"0002219","能代火力発電所","能代火力発電所","ﾉｼﾛｶﾘｮｸﾊﾂﾃ","","秋田県能代市字大森山1-6","","","0185-55-0291","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002220","クラレ新潟事業所","クラレ新潟事業所","ｸﾗﾚﾆｲｶﾞﾀ","","新潟県胎内市倉敷町2-28","","","0254-43-2566","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002221","マルイチ　平潟給油所","マルイチ　平潟給油所","ﾏﾙｲﾁ","","茨城県北茨城市平潟町895-1","","","0293-46-5557","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002222","冨士ダイス　郡山製造所","冨士ダイス　郡山製造","ﾌｼﾞﾀﾞｲｽｺｵﾘ","","福島県郡山市待池台2丁目2-8","","","0249-63-2221","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002223","ニッソー樹脂磯原工場","ニッソー樹脂磯原工場","ﾆｯｿｰｼﾞｭｼｲｿ","","茨城県北茨城市磯原町磯原1274","","","0293-42-2021","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002224","岩手電気工業","岩手電気工業","ｲﾜﾃﾃﾞﾝｷｺｳｷ","","岩手県北上市和賀町仙人1地割7-15","","","0197-74-2224","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002225","ｼﾞｬﾊﾟﾝｺｰﾃｨﾝｸﾞﾚｼﾞﾝ　茨城","ｼﾞｬﾊﾟﾝｺｰﾃｨﾝｸﾞﾚｼﾞﾝ","ｼﾞｬﾊﾟﾝｺｰﾃｨ","","茨城県北茨城市華川町臼場駒木187-61","","","0293-43-2811","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002226","山形県下水道公社庄内浄化センター","山形県下水道公社庄内","ｼｮｳﾅｲｼﾞｮｳｶ","","山形県東田川郡庄内町家根合字大下11","","","0234-42-3888","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002227","陸上自衛隊福島駐屯地","陸上自衛隊福島駐屯地","ﾘｸｼﾞｮｳｼﾞｴｲ","","福島県福島市荒井原宿1","","","024-593-1212","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002228","東山グランドホテル","東山グランドホテル","ﾋｶﾞｼﾔﾏｸﾞﾗﾝ","","福島県会津若松市東山町大字湯本字上湯本5","","","0242-27-3500","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002229","会津若松地方水道用水供給企業団馬","会津若松地方水道用水","ｳﾏｺｼｼﾞｮｳｽｲ","","福島県大沼郡会津美里町大字穂馬字宮ノ上乙","1010","","0242-56-4192","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002230","武蔵野　仙台工場","武蔵野　仙台工場","ﾑｻｼﾉｾﾝﾀﾞｲ","","宮城県多賀城市栄4-3-3","","","022-366-2411","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002231","武田産業本宮南給油所","武田産業本宮南給油所","ﾀｹﾀﾞｻﾝｷﾞｮｳ","","福島県本宮市大字荒井字山神42-10","","","0243-33-3455","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002232","シナネン郡山営業所","シナネン郡山営業所","ｼﾅﾈﾝｺｵﾘﾔﾏｴ","","福島県郡山市深田台34-5","","","024-995-3321","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002233","宮城県下水道公社石巻浄化センター","宮城県下水道公社石巻","ｲｼﾉﾏｷｼﾞｮｳｶ","","宮城県石巻市蛇田字新〆切5-2","","","0225-94-1970","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002235","宮城県下水道公社　大和浄化ｾﾝﾀｰ","宮城県下水道公社　大","ﾀﾞｲﾜｼﾞｮｳｶｾ","","宮城県黒川郡大和町鶴巣下草字作内田93","","","022-343-2328","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002236","宮城県下水道公社鹿島台浄化ｾﾝﾀｰ","宮城県下水道公社鹿島","ｶｼﾏﾀﾞｲｼﾞｮｳ","","宮城県大崎市鹿島台木間塚字新三ツ屋160","","","0229-56-3111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002237","宮城県下水道公社石巻東部浄化","宮城県下水道公社石巻","ｲｼﾉﾏｷﾄｳﾌﾞｼ","","宮城県石巻市魚町1-1-1","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002238","銚子市都市部芦崎終末処理場","銚子市都市部芦崎終末","ｱｼｻﾞｷｼｭｳﾏﾂ","","千葉県銚子市芦崎1102","","","0479-33-2088","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002240","郡山市水道局荒井浄水場","郡山市水道局荒井浄水","ｱﾗｲｼﾞｮｳｽｲｼ","","福島県郡山市荒井町字仲田51","","","024-944-4789","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002241","共同企業体　郡山中央アスコン","共同企業体　郡山中央","ｷｮｳﾄﾞｳｷｷﾞｮ","","福島県郡山市田村町岩作字四十坦164","","","0249-55-3005","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002243","JX金属環境","JX金属環境","ｷﾝｿﾞｸｶﾝｷｮｳ","","茨城県日立市宮田町3453","","","0294-21-1711","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002245","木崎浄水場","木崎浄水場","ｷｻﾞｷｼﾞｮｳｽｲ","","茨城県那珂市南酒出403-1","","","029-295-2451","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002246","クレストヒルズゴルフクラブ","クレストヒルズゴルフ","ｸﾚｽﾄﾋﾙｽﾞｺﾞ","","福島県いわき市渡辺町上釜戸字橋の上216","","","0246-56-0111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002247","石巻地方広域水道企業団蛇田浄水場","石巻地方広域水道企業","ﾍﾋﾞﾀｼﾞｮｳｽｲ","","宮城県石巻市蛇田字新上沼82","","","0225-95-1539","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002248","宮城県下水道公社石越浄化センター","宮城県下水道公社石越","ｲｼｺｼｼﾞｮｳｶｾ","","宮城県登米市石越市町東郷字六反新田14-2","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002249","東亜鍍金工場","東亜鍍金工場","ﾄｳｱﾒｯｷｺｳｼﾞ","","茨城県ひたちなか市津田東2丁目1-7","","","029-274-4311","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002250","エフオン白河","エフオン白河","ｴﾌｵﾝｼﾗｶﾜ","","福島県白河市大信中信新城字塩沢45-5","","","0248-54-5750","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002251","東洋合成工業　市川工場","東洋合成工業　市川","ﾄｳﾖｳｺﾞｳｾｲｲ","","千葉県市川市上妙典1603番地","","","047-327-8080","","","","","","","0","20180718","230157","SYSTEM","20220224","180429","000005"
"0002252","いわき市水道局四倉ポンプ場","いわき市水道局四倉ポ","ｲﾜｷﾖﾂｸﾗﾎﾟﾝ","","福島県いわき市四倉町字田戸6-6","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002253","ルネサス那珂ｾﾐｺﾝﾀﾞｸﾀ本社工場","ルネサス那珂ｾﾐｺﾝﾀﾞｸﾀ","ﾙﾈｻｽﾅｶｾﾐｺﾝ","","茨城県ひたちなか市堀口730番地","","","029-270-2866","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002254","ラビスパ裏磐梯","ラビスパ裏磐梯","ﾗﾋﾞｽﾊﾟｳﾗﾊﾞ","","福島県耶麻郡北塩原村大字大塩字桜峠","8664-4-5","","0241-33-2200","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002255","井上香料製造所米沢","井上香料製造所米沢","ｲﾉｳｴｺｳﾘｮｳｾ","","山形県米沢市米幡原3-446-16","","","0238-29-0088","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002256","日立ﾘｱﾙｴｽﾃｰﾄﾊﾟｰﾄﾅｰｽﾞ","日立ﾘｱﾙｴｽﾃｰﾄﾊﾟｰﾄﾅｰｽﾞ","ﾋﾀﾁﾘｱﾙｴｽﾃｰﾄﾊﾟｰﾄﾅｰｽﾞ","","茨城県土浦市神立町603","","","0298-31-5111","","","","","","","0","20180718","230157","SYSTEM","20201222","104425","000002"
"0002257","梅郷電子","梅郷電子","ｳﾒｻﾄﾃﾞﾝｼ","","千葉県野田市山崎2749","","","0471-25-0711","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002258","那須塩原市役所黒磯水処理センター","那須塩原市役所黒磯水","ｸﾛｲｿﾐｽﾞｼｮﾘ","","栃木県那須塩原市鍋掛1085","","","0287-64-1161","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002259","宮城県大崎広域水道中峰浄水場","宮城県大崎広域水道中","ﾁｭｳﾎｳｼﾞｮｳｽ","","宮城県黒川郡大和町吉田字中峰134","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002261","石巻地方広域水道企業団須江山浄水","石巻地方広域水道企業","ｽｴﾔﾏｼﾞｮｳｽｲ","","宮城県石巻市須江字関ノ入290","","","0225-73-2911","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002262","浅麓環境施設組合","浅麓環境施設組合","ｾﾝﾛｸｶﾝｷｮｳｼ","","長野県小諸市甲甲1845","","","0267-22-7710","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002263","宮城県下水道公社仙塩処理場","宮城県下水道公社仙塩","ｾﾝｴﾝｼｮﾘｼﾞｮ","","宮城県多賀城市大代6-4-1","","","022-364-2005","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002264","東京コンテナ工業　茨城","東京コンテナ工業　茨","ﾄｳｷｮｳｺﾝﾃﾅ","","茨城県つくばみらい市台字西農地1801","","","0297-52-5211","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002265","芳野浄水場","芳野浄水場","ﾖｼﾉｼﾞｮｳｽｲ","","茨城県那珂市戸","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002266","大和薬品","大和薬品","ﾀﾞｲﾜﾔｸﾋﾝ","","宮城県仙台市宮城野区日の出町1-2-1","","","022-284-0931","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002267","ＡＧＣエレクトロニクス本宮事業所","ＡＧＣエレクトロニク","ｴｰｼﾞｰｼｰｴﾚｸ","","福島県本宮市荒井字恵向121-3","","","0243-63-5260","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002268","ＪＦＥｴﾝｼﾞﾆｱﾘﾝｸﾞ　環境ｴﾝｼﾞﾆｱﾘﾝｸ","ＪＦＥｴﾝｼﾞﾆｱﾘﾝｸﾞ　環","ｼﾞｪｲｴﾌｲｴﾝｼ","","埼玉県大里郡寄居町大字三ケ山313","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002269","陸上自衛隊勝田駐屯部隊　施設学校","陸上自衛隊勝田駐屯部","ﾘｸｼﾞｮｳｼﾞｴｲ","","茨城県ひたちなか市勝倉3433","","","029-274-3211","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002270","クォーツリードいわき工場","クォーツリードいわき","ｸｫｰﾂﾘｰﾄﾞｲﾜ","","福島県いわき市勿来町酒井七反田22-4","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002271","高田油店","高田油店","ﾀｶﾀﾞｱﾌﾞﾗﾃﾝ","","福島県東白川郡棚倉町大字棚倉字北町156-1","","","0247-33-3016","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002272","関東富士興産販売","関東富士興産販売","ｶﾝﾄｳﾌｼﾞｺｳｻ","","茨城県水戸市酒門町2628-1","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002273","ﾏﾃﾘｱﾙｴｺﾘﾌｧｲﾝ小名浜工場","ﾏﾃﾘｱﾙｴｺﾘﾌｧｲﾝ小名浜工","ﾏﾃﾘｱﾙｴｺﾘﾌｧ","","福島県いわき市小名浜字吹松15-1","","","0246-54-5183","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002275","協同特殊鋼線","協同特殊鋼線","ｷｮｳﾄﾞｳﾄｸｼｭ","","埼玉県入間市狭山ｹ原11-3","","","042-934-6111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002278","ＭＡＲＵＷＡ　ＱＵＡＲＴＺいわき","ＭＡＲＵＷＡ　ＱＵＡ","ﾏﾙﾜｸｳｫｰﾂｲﾜ","","福島県いわき市勿来町大高館ノ内1","","","0246-65-2101","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002282","津軽広域水道企業団総合浄水場","津軽広域水道企業団総","ｿｳｺﾞｳｼﾞｮｳｽ","","青森県黒石市大字石名坂字姥懐2","","","0172-52-6033","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002286","ﾊﾟﾅｿﾆｯｸｲﾝﾀﾞｽﾄﾘｰ郡山","ﾊﾟﾅｿﾆｯｸｲﾝﾀﾞｽﾄﾘｰ","ﾊﾟﾅｿﾆｯｸ","","福島県郡山市字石塚111","","","024-944-2870","","","","","","","0","20180718","230157","SYSTEM","20231017","132731","000002"
"0002288","宇都宮　ＯＴ","宇都宮　ＯＴ","ｳﾂﾉﾐﾔｵｰﾃｨｰ","","栃木県河内郡上三川町大字多功字天沼2425","","","0285-53-2133","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002289","林精器製造　本社工場","林精器製造　本社工場","ﾊﾔｼｾｲｷｾｲｿﾞ","","福島県須賀川市森宿字向日向45","","","0248-75-3151","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002296","福島プラスチックス","福島プラスチックス","ﾌｸｼﾏﾌﾟﾗｽﾁｯ","","福島県本宮市荒井字恵向88","","","0243-36-3931","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002298","中越アドバンス","中越アドバンス","ﾁｭｳｴﾂｱﾄﾞﾊﾞ","","福島県いわき市小名浜島字八ツ替8-1","","","0246-58-1147","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002299","板橋精機岩間工場","板橋精機岩間工場","ｲﾀﾊﾞｼｾｲｷｲﾜ","","茨城県笠間市吉岡154","","","0299-45-3131","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002305","バイオパワー勝田　タクマ作業所","バイオパワー勝田　タ","ﾊﾞｲｵﾊﾟﾜｰｶﾂ","","茨城県ひたちなか市大字高野1976-2","","","029-354-3736","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002306","東新工業いわき工場","東新工業いわき工場","ﾄｳｼﾝｺｳｷﾞｮｳ","","福島県いわき市好間工業団地16-11","","","0246-47-1800","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002307","花泉酒造","花泉酒造","ﾊﾅｲｽﾞﾐｼｭｿﾞ","","福島県南会津郡南会津町界中田440-4","","","0241-73-2029","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002311","福島芝浦電子","福島芝浦電子","ﾌｸｼﾏｼﾊﾞｳﾗﾃ","","福島県本宮市糠沢字東笹田66-5","","","0243-44-3017","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002313","日本果実加工","日本果実加工","ﾆﾎﾝｶｼﾞﾂｶｺｳ","","福島県白河市東深仁井田字道山2-4","","","0248-34-3611","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002314","日本天然ガス　千葉工場","日本天然ガス　千葉工","ﾆﾎﾝﾃﾝﾈﾝｶﾞｽ","","千葉県長生郡白子町幸治3200-7","","","0475-33-3162","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002315","日本天然ガス","日本天然ガス","ﾆﾎﾝﾃﾝﾈﾝｶﾞｽ","","千葉県長生郡白子町南日当2508","","","0475-33-3553","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002317","青山製作所　茨城工場","青山製作所　茨城工場","ｱｵﾔﾏｾｲｻｸｼﾞ","","茨城県ひたちなか市津田東2-1","","","029-272-4335","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0010428","ﾛｰﾏﾝ工業","ﾛｰﾏﾝ工業","ﾛｰﾏﾝ","236-0004","神奈川県横浜市金沢区福浦１丁目１０－４","","","","","","","","","","0","20180803","133554","000003","20220309","092504","000005"
"0002318","日本大学工学部","日本大学工学部","ﾆﾎﾝﾀﾞｲｶﾞｸｺ","","福島県郡山市田村町徳定字中河原1","","","024-956-8618","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002320","仙台市茂庭浄水場","仙台市茂庭浄水場","ﾓﾆﾜｼﾞｮｳｽｲｼ","","宮城県仙台市太白区茂庭字上野原山128","","","022-281-2211","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002321","生化学工業高萩工場","生化学工業高萩工場","ｾｲｶｶﾞｸｺｳｷﾞ","","茨城県高萩市大字赤浜字松久保258-5","","","0293-23-1181","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002322","吉田化学工業　茨城工場","吉田化学工業　茨城工","ﾖｼﾀﾞｶｶﾞｸｺｳ","","茨城県坂東市神田山2169","","","0297-35-7057","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002324","仙台市国見浄水場","仙台市国見浄水場","ｸﾆﾐｼﾞｮｳｽｲｼ","","宮城県仙台市青葉区国見6-51-1","","","022-234-4236","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002325","日立製作所　日立勝田発電所","日立製作所　日立勝田","ﾋﾀﾁｾｲｻｸｼﾞｮ","","茨城県ひたちなか市大字堀口382-2","素形材センタ内","","029-276-5792","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002326","エム・セテック相馬工場","エム・セテック相馬工","ｴﾑｾﾃｯｸ","","福島県相馬市光陽2-2-21","","","0244-64-2321","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002327","本宮市水道局東禅寺浄水場","本宮市水道局東禅寺浄","ﾄｳｾﾞﾝｼﾞｼﾞｮ","","福島県本宮市糠沢字東禅寺351","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002328","会津ゼネラル磐梯インター給油所","会津ゼネラル磐梯イン","ﾊﾞﾝﾀﾞｲｲﾝﾀｰ","","福島県会津若松市河東町八田字漆沢124","","","0242-76-1600","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002329","岩手中部広域水道企業団","岩手中部広域水道企業","ｲﾜﾃﾁｭｳﾌﾞｺｳ","","岩手県北上市和賀町煤孫3地割320-6","","","0197-73-5300","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002330","北茨城環境センター","北茨城環境センター","ｷﾀｲﾊﾞﾗｷｶﾝｷ","","茨城県北茨城市中郷町足荒911-3","","","0293-42-0438","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002331","小坂製錬","小坂製錬","ｺｻｶｾｲﾚﾝ","","秋田県鹿角郡小坂町小坂鉱山字尾樽部60-1","","","0186-29-2731","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002332","日立ＯＴ","日立ＯＴ","ﾋﾀﾁｵｰﾃｨｰ","","茨城県日立市大甕町5-3-2","","","0294-52-0400","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002333","松代工業","松代工業","ﾏﾂﾀﾞｲｺｳｷﾞｮ","","長野県長野市松代町東条354","","","026-278-2419","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002334","三菱重工業プラ・交ＩＧＣＣ実証機","三菱重工業プラ・交Ｉ","ﾐﾂﾋﾞｼｼﾞｭｳｺ","","福島県いわき岩間町川田102-3","","","0246-62-1541","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002335","ｼﾞｬﾊﾟﾝｴﾅｼﾞｰ船川出荷事務所","ｼﾞｬﾊﾟﾝｴﾅｼﾞｰ船川出荷","ﾌﾅｶﾜｼｭｯｶｼﾞ","","秋田県男鹿市船川港船川字芦沢162-1","","","0185-23-2855","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002336","日本ﾍﾙｽ工業盛岡事業所(中川ﾎﾟﾝﾌﾟ)","日本ﾍﾙｽ工業盛岡事業","ﾆﾎﾝﾍﾙｽｺｳｷﾞ","","岩手県盛岡市盛岡駅西通2-1-15","","","019-651-9741","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002337","弘前地区環境整備組合中央衛生ｾﾝﾀｰ","弘前地区環境整備組合","ﾋﾛｻｷﾁｸｶﾝｷｮ","","青森県弘前市大字高杉字神原282-136","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002338","長野県企業局松塩水道用水管理事務","長野県企業局松塩水道","ﾏﾂｼｵｽｲﾄﾞｳﾖ","","長野県塩尻市大字宗賀本山5225-1","","","0263-52-3330","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002340","茨城地方広域環境事務組合","茨城地方広域環境事務","ｲﾊﾞﾗｷﾁﾎｳｺｳ","","茨城県東茨城郡茨城町大字馬渡244","","","0292-92-0090","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002343","インターテック川崎営業所","インターテック川崎営","ｲﾝﾀｰﾃｯｸｶﾜｻ","","神奈川県川崎市川崎区東扇島84番地","","","044-288-7177","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002345","郡山市場配送センタークラウンＳＳ","郡山市場配送センター","ｺｵﾘﾔﾏｲﾁﾊﾞﾊ","","福島県郡山市富久山町久保田字太郎殿前2","","","024-944-1582","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002349","日東化工","日東化工","ﾆｯﾄｳｶｺｳ","","神奈川県高座郡寒川町一之宮6丁目1-3","","","046-774-3111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002350","ＦＣＩジャパン","ＦＣＩジャパン","ｴﾌｼｱｲｼﾞｬﾊﾟ","","茨城県石岡市柏原9-1","","","0299-23-6101","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002352","大村紙業東北事業所","大村紙業東北事業所","ｵｵﾑﾗｼｷﾞｮｳﾄ","","福島県二本松市平石高田4丁目163-1","","","0243-23-5335","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002353","マーサリゾートゴルフクラブ","マーサリゾートゴルフ","ﾏｰｻﾘｿﾞｰﾄｺﾞ","","福島県田村郡小野町大字塩庭字平内157-1","","","0247-71-0051","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002354","ちゃぽランド西郷","ちゃぽランド西郷","ﾁｬﾎﾟﾗﾝﾄﾞﾆｼ","","福島県西白河郡西郷村大字真船字馬立1","","","0248-36-2626","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002355","NIPPOｺｰﾎﾟﾚｰｼｮﾝ若松合材工場","NIPPOｺｰﾎﾟﾚｰｼｮﾝ若松合","ﾆｯﾎﾟｺｰﾎﾟﾚｰ","","福島県会津若松市河東町八田字高野下甲105","","","0242-75-3003","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002360","双葉地方水道大熊営業所第一水源地","双葉地方水道大熊営業","ﾀﾞｲｲﾁｽｲｹﾞﾝ","","福島県双葉郡大熊町大字熊字熊町660","","","0240-31-0911","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002363","カメイ　いわき油槽所","カメイ　いわき油槽所","ｶﾒｲｲﾜｷﾕｿｳｼﾞｮ","","福島県いわき市常磐岩ケ岡町沢目66-4","","","0246-44-4711","","","","","","","0","20180718","230157","SYSTEM","20190121","102258","000001"
"0002364","サンヨー缶詰　瀬上工場","サンヨー缶詰　瀬上工","ｻﾝﾖｰｶﾝｽﾞﾒ","","福島県福島市瀬上町字幸町6","","","024-553-5072","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002365","コバックス（小林川俣倉庫）","コバックス（小林川俣","ｺﾊﾞｯｸｽ","","福島県伊達郡川俣町飯坂古中道1","","","024-566-3344","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002366","二戸地区広域行政二戸地区衛生ｾﾝﾀｰ","二戸地区広域行政二戸","ﾆﾉﾍﾁｸｴｲｾｲｾ","","岩手県二戸市下斗米字細越20-1","","","0195-23-2651","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002367","林精器製造　玉川工場","林精器製造　玉川工場","ﾊﾔｼｾｲｷｾｲｿﾞ","","福島県石川郡玉川村大字竜崎字原作田27-1","","","0247-37-1480","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002370","県立郡山北工業高校","県立郡山北工業高校","ｹﾝﾘﾂｺｵﾘﾔﾏｷ","","福島県郡山市八山田二丁目224","","","024-932-1199","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002375","フルヤ金属","フルヤ金属","ﾌﾙﾔｷﾝｿﾞｸ","","茨城県土浦市沢辺字下原57-4","","","029-830-6777","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002376","福島県立青陵情報高等学校","福島県立青陵情報高等","ｹﾝﾘﾂｾｲﾘｮｳｼ","","福島県須賀川市滑川字西町179-6","","","0248-72-1515","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002380","カメイ白河油槽所","カメイ白河油槽所","ｶﾒｲｼﾗｶﾜﾕｿｳ","","福島県白河市中野山2-63","","","0248-31-0465","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002382","カメイ福島油槽所","カメイ福島油槽所","ｶﾒｲﾌｸｼﾏﾕｿｳ","","福島県福島市森合町15-3","","","024-531-5427","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002384","末廣酒造　博士蔵","末廣酒造　博士蔵","ｽｴﾋﾛｼｭｿﾞｳﾋ","","福島県大沼郡会津美里町字宮里81","","","0242-54-7788","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
